edge_id:int,source_node_id:int,target_node_id:int,label_id:int,down_flow:string,up_flow:string,date:string,count:string,visit_duration:string
81969,0,5891,2,9352215,316722,42,148,230352
81970,0,5891,2,219275,68378,43,61,103353
81971,0,5891,2,1141757,61734,31,26,39897
81972,0,5891,2,1075770,151587,40,111,155342
81973,0,5891,2,1341099,149783,38,139,226240
81974,25,5891,2,52,52,41,1,531
81975,27,5891,2,80,80,34,1,6705
81976,0,5892,2,15523,26211,11,40,35540
81977,8,5892,2,73848,48236,24,20,25831
81978,99,5892,2,878,1663,25,4,7548
81979,56,5892,2,0,244,10,1,57
81980,48,5892,2,475,870,6,1,2010
81981,82,5892,2,596,1817,6,6,1756
81982,15,5892,2,756,80,24,3,974
81983,48,5892,2,6245,14306,23,5,10302
81984,31,5892,2,40,40,6,1,870
81985,8,5892,2,8893,17678,13,4,1440
81986,0,5892,2,40,0,15,1,0
81987,48,5892,2,10131,22533,14,13,31172
81988,0,5892,2,2551321,163245,4,99,99206
81989,48,5892,2,21111,41421,4,25,32849
81990,82,5892,2,7686,8922,5,17,28369
81991,3,5892,2,160,132,3,2,5994
81992,48,5892,2,9427,20321,5,15,63050
81993,0,5892,2,1490,1846,9,5,1369
81994,0,5892,2,60846,56323,10,81,96908
81995,27,5892,2,1048,8077,2,2,1938
81996,70,5892,2,80,348,19,4,814
81997,48,5892,2,19554,32900,15,5,1561
81998,48,5892,2,3746,11642,28,3,11318
81999,99,5892,2,18667,8314,11,12,19771
82000,48,5892,2,381,682,8,1,3871
82001,48,5892,2,25196,45729,25,7,1786
82002,84,5892,2,0,480,2,1,0
82003,15,5892,2,40,40,23,1,497
82004,0,5892,2,16343,5280,12,7,6637
82005,0,5892,2,39516,25828,1,41,51430
82006,0,5892,2,400,732,14,1,1350
82007,82,5893,2,0,540,34,2,205
82008,78,5893,2,348,0,45,1,167
82009,70,5893,2,0,420,31,1,0
82010,0,5893,2,227854,143297,32,77,101147
82011,98,5893,2,0,960,37,2,0
82012,70,5893,2,0,960,32,1,0
82013,8,5893,2,868,1407,13,2,48
82014,0,5893,2,277117,245103,42,160,179452
82015,0,5893,2,775,1013,9,5,6927
82016,90,5893,2,0,240,4,1,329
82017,28,5893,2,1489,1446,26,4,4604
82018,70,5893,2,0,960,37,1,0
82019,98,5893,2,0,240,40,2,0
82020,0,5893,2,119,103,12,1,1803
82021,0,5893,2,413039,223095,44,114,155093
82022,82,5893,2,0,2820,32,4,13928
82023,98,5893,2,0,480,44,2,46
82024,0,5893,2,3282,6740,30,13,3559
82025,62,5893,2,120,120,39,1,703
82026,48,5893,2,0,4226,14,6,402
82027,0,5893,2,9016,5348,10,16,7470
82028,82,5893,2,0,720,33,1,0
82029,98,5893,2,0,600,31,2,5304
82030,98,5893,2,0,2880,32,10,5657
82031,98,5893,2,0,240,43,1,203
82032,44,5893,2,40,80,34,1,0
82033,98,5893,2,0,240,39,1,364
82034,0,5893,2,162466,145089,36,87,115786
82035,83,5893,2,0,960,36,2,0
82036,97,5893,2,0,840,32,2,2039
82037,82,5893,2,0,960,31,1,3249
82038,98,5893,2,59037,28425,45,5,4275
82039,98,5893,2,0,1740,34,5,1208
82040,0,5893,2,13204,4943,11,8,14572
82041,0,5893,2,149876,172130,45,60,101742
82042,0,5893,2,56366,43166,31,19,26992
82043,84,5893,2,0,240,38,1,169
82044,0,5893,2,266817,100559,35,57,70328
82045,38,5893,2,4512,9112,31,1,0
82046,99,5893,2,130,61,11,1,79
82047,97,5893,2,0,480,45,2,0
82048,98,5893,2,0,720,36,2,2628
82049,0,5893,2,104388,77320,33,22,28344
82050,83,5893,2,0,420,34,1,2705
82051,0,5893,2,2986,6128,37,8,14929
82052,48,5893,2,2085,3855,30,1,3465
82053,0,5893,2,676021,146959,43,70,109562
82054,0,5893,2,310606,207055,39,123,161241
82055,98,5893,2,0,60,38,1,0
82056,0,5893,2,415768,331111,38,192,270933
82057,0,5893,2,183155,202815,41,147,188520
82058,50,5893,2,0,720,31,1,3461
82059,53,5893,2,72228,105369,42,25,31072
82060,77,5893,2,41,40,44,1,820
82061,99,5893,2,569,1603,25,2,1143
82062,97,5893,2,0,240,35,1,217
82063,98,5893,2,0,300,30,2,46
82064,98,5893,2,0,720,41,1,530
82065,0,5893,2,1108,4400,34,5,1270
82066,36,5893,2,400,784,33,1,2200
82067,48,5893,2,5656,8799,35,3,3240
82068,97,5893,2,0,1920,31,4,838
82069,0,5893,2,130,61,14,1,50
82070,97,5893,2,0,720,41,3,252
82071,32,5893,2,0,768,25,1,3251
82072,48,5893,2,8927,17225,41,3,1840
82073,11,5893,2,6550,13664,44,3,4144
82074,97,5893,2,0,300,33,2,6
82075,53,5893,2,17820,29270,41,2,0
82076,48,5893,2,17821,31114,31,3,2402
82077,0,5893,2,492942,195024,40,125,204078
82078,0,5893,2,1993,2495,1,6,5691
82079,28,5894,2,1161,981,27,3,747
82080,33,5894,2,3867,2698,26,1,4902
82081,41,5894,2,12508,14642,2,5,18831
82082,41,5894,2,153,301,3,1,1050
82083,0,5894,2,25197,30766,18,2,852
82084,28,5894,2,747,1023,28,3,1113
82085,13,5895,2,920,960,16,6,17071
82086,47,5895,2,228,232,4,1,0
82087,38,5895,2,1838,1842,43,2,0
82088,75,5895,2,1703,1369,10,3,3388
82089,64,5895,2,2576,2292,4,11,2314
82090,29,5895,2,25785,3301,20,2,40
82091,26,5895,2,2864,5228,3,16,2892
82092,33,5895,2,120,88,24,1,321
82093,41,5895,2,120,88,28,1,214
82094,49,5895,2,68458,146417,23,10,8501
82095,3,5895,2,6302,42448,3,13,17676
82096,30,5895,2,2218,10015,20,3,1045
82097,11,5895,2,5852,4178,17,2,4511
82098,70,5895,2,148,172,13,1,0
82099,3,5895,2,531,459,14,2,69
82100,78,5895,2,4522,3716,12,20,3014
82101,52,5895,2,64,104,28,1,564
82102,95,5895,2,120,120,30,1,0
82103,31,5895,2,480,352,9,4,232
82104,16,5895,2,895,1495,1,7,6827
82105,11,5895,2,13553,3400,25,8,7300
82106,52,5895,2,889,1686,38,2,2577
82107,23,5895,2,184,152,28,2,510
82108,26,5895,2,12824,1835,16,4,6553
82109,83,5895,2,107,92,18,1,404
82110,52,5895,2,36386,10410,45,2,7901
82111,78,5895,2,1994,2294,13,11,18255
82112,57,5895,2,775,746,11,4,914
82113,13,5895,2,10667,6029,10,19,19450
82114,44,5895,2,3665,2751,11,23,2857
82115,23,5895,2,728,608,13,6,1461
82116,3,5895,2,2310,2058,5,14,14825
82117,0,5895,2,220,88,22,1,208
82118,21,5895,2,111,363,13,1,721
82119,23,5895,2,240,176,22,2,235
82120,74,5895,2,120,89,28,1,67
82121,2,5895,2,97,81,26,1,62
82122,31,5895,2,9808,23611,11,27,16102
82123,80,5895,2,1383,1127,23,7,7143
82124,28,5895,2,151,120,5,1,0
82125,3,5895,2,1451,1871,4,3,920
82126,64,5895,2,3870,1792,44,2,1101
82127,36,5895,2,120,120,41,1,759
82128,29,5895,2,197,81,18,1,314
82129,2,5895,2,531,419,1,4,1765
82130,52,5895,2,240,176,19,2,166
82131,41,5895,2,120,88,6,1,39
82132,31,5895,2,5282,7602,39,1,0
82133,32,5895,2,380,284,27,1,2257
82134,11,5895,2,766,360,15,1,0
82135,23,5895,2,240,132,34,1,612
82136,36,5895,2,64,104,17,1,350
82137,16,5895,2,3829,104,31,1,900
82138,13,5895,2,904,720,28,7,298
82139,49,5895,2,31260,35512,37,4,13078
82140,84,5895,2,3434,3822,11,6,12954
82141,23,5895,2,667,594,21,5,1089
82142,78,5895,2,3616,2922,1,22,7841
82143,64,5895,2,368,390,19,2,0
82144,11,5895,2,2464,6637,5,7,10420
82145,25,5895,2,132,254,6,1,503
82146,3,5895,2,168,192,7,2,634
82147,26,5895,2,1815,1738,39,2,2759
82148,84,5895,2,48258,36070,41,18,54735
82149,44,5895,2,7101,6166,23,55,10494
82150,23,5895,2,120,88,18,1,67
82151,56,5895,2,120,88,28,1,58
82152,11,5895,2,455,471,16,3,1470
82153,49,5895,2,470,358,14,4,263
82154,98,5895,2,9322,3814,31,2,7244
82155,11,5895,2,120,237,19,2,732
82156,18,5895,2,109,93,10,1,75
82157,16,5895,2,795,1180,19,7,2833
82158,16,5895,2,748,612,14,6,292
82159,38,5895,2,980,759,12,1,2672
82160,44,5895,2,707,4021,41,1,1616
82161,16,5895,2,120,88,9,1,86
82162,32,5895,2,5412,7924,10,3,88
82163,16,5895,2,108,829,21,3,5016
82164,57,5895,2,240,178,9,2,104
82165,15,5895,2,240,176,14,2,160
82166,7,5895,2,1091,938,41,1,980
82167,26,5895,2,121,88,14,1,77
82168,41,5895,2,1024,808,17,6,2301
82169,43,5895,2,207,91,6,1,203
82170,3,5895,2,4324,4213,25,21,15701
82171,29,5895,2,3780,13152,37,2,0
82172,36,5895,2,2713,10129,8,2,4239
82173,5,5895,2,120,88,6,1,89
82174,36,5895,2,79265,10399,3,3,6768
82175,84,5895,2,7914,9330,44,2,0
82176,31,5895,2,1201,955,5,8,796
82177,38,5895,2,0,40,15,1,0
82178,44,5895,2,232596,153104,38,2,168
82179,7,5895,2,1312,1679,27,5,731
82180,44,5895,2,680,1452,34,1,0
82181,79,5895,2,40,0,18,1,0
82182,31,5895,2,5006,25336,21,7,1856
82183,49,5895,2,1224,1593,24,6,3344
82184,49,5895,2,16162,33194,30,3,11540
82185,95,5895,2,320,480,31,1,2994
82186,97,5895,2,80,80,45,1,1773
82187,69,5895,2,40,240,5,1,0
82188,29,5895,2,214,184,1,1,0
82189,31,5895,2,611,427,12,4,846
82190,98,5895,2,24830,11490,35,1,621
82191,90,5895,2,10882,0,12,3,0
82192,23,5895,2,668,1095,36,1,3376
82193,49,5895,2,4992,39463,12,7,10187
82194,7,5895,2,1204,1077,3,7,9776
82195,53,5895,2,1080,824,2,1,0
82196,75,5895,2,1342,1949,2,3,2401
82197,23,5895,2,544,456,27,5,349
82198,64,5895,2,0,760,45,2,3106
82199,64,5895,2,1684,1291,8,10,10849
82200,30,5895,2,14752,28969,5,18,20489
82201,84,5895,2,4779,7064,31,3,7797
82202,13,5895,2,1621,2949,43,2,4773
82203,11,5895,2,214,182,13,2,463
82204,31,5895,2,721,913,8,3,972
82205,44,5895,2,120,88,28,1,90
82206,2,5895,2,305,393,11,3,627
82207,49,5895,2,1719,2054,6,6,6682
82208,26,5895,2,120,88,8,1,38
82209,50,5895,2,120,88,2,1,60
82210,4,5895,2,680,812,11,2,254
82211,47,5895,2,480,0,42,6,3265
82212,44,5895,2,1833,6211,45,2,2259
82213,84,5895,2,3676,5684,37,2,8111
82214,30,5895,2,1213,2989,21,5,931
82215,49,5895,2,120,88,25,1,52
82216,48,5895,2,80,366,38,1,3592
82217,15,5895,2,97,81,17,1,40
82218,13,5895,2,3483,2427,5,13,14253
82219,49,5895,2,3808,38956,34,4,4003
82220,23,5895,2,3587,938,6,6,6949
82221,74,5895,2,120,89,7,1,75
82222,44,5895,2,1970,5646,2,3,3279
82223,29,5895,2,80,616,30,1,402
82224,31,5895,2,126903,3247,7,7,2262
82225,52,5895,2,0,64,7,1,0
82226,64,5895,2,2127,3796,31,1,0
82227,83,5895,2,1118,758,33,1,5708
82228,49,5895,2,0,1120,31,2,852
82229,23,5895,2,640,596,3,1,5385
82230,30,5895,2,70602,26490,33,1,0
82231,83,5895,2,7110,7630,34,2,2081
82232,75,5895,2,89020,18530,4,9,38892
82233,49,5895,2,408,344,8,4,243
82234,3,5895,2,11054,18490,2,8,8700
82235,44,5895,2,217,169,25,2,164
82236,83,5895,2,25456,14012,30,1,1246
82237,31,5895,2,240,176,18,2,120
82238,75,5895,2,9806,31522,25,3,1487
82239,57,5895,2,668,1044,35,1,2889
82240,95,5895,2,9916,4172,38,3,68
82241,23,5895,2,2394,1930,14,12,4684
82242,95,5895,2,966,1038,17,1,1777
82243,64,5895,2,4832,4052,9,16,15065
82244,83,5895,2,558,758,37,1,0
82245,44,5895,2,240,176,17,2,129
82246,64,5895,2,97,82,20,1,48
82247,7,5895,2,960,704,4,6,4239
82248,95,5895,2,5832,6228,43,10,10176
82249,26,5895,2,812,578,23,5,464
82250,84,5895,2,19786,21610,39,11,35015
82251,23,5895,2,1669,1844,25,9,7393
82252,74,5895,2,6091,1123,23,2,2716
82253,11,5895,2,104,88,20,1,265
82254,15,5895,2,212,168,2,2,384
82255,31,5895,2,1398,3382,16,3,7851
82256,7,5895,2,1696,1482,21,11,2510
82257,30,5895,2,40,0,45,1,0
82258,95,5895,2,4006,8646,45,5,10692
82259,30,5895,2,5731,8395,14,21,24199
82260,3,5895,2,120,88,21,1,130
82261,30,5895,2,4396,9844,26,6,7474
82262,83,5895,2,88,0,24,1,801
82263,3,5895,2,72962,43642,24,29,9682
82264,11,5895,2,240,177,22,2,115
82265,44,5895,2,360,264,12,3,135
82266,64,5895,2,694,589,14,7,356
82267,32,5895,2,636,2304,41,2,5912
82268,32,5895,2,10136,13148,38,3,0
82269,16,5895,2,120,88,10,1,88
82270,74,5895,2,19288,4863,12,30,17600
82271,40,5895,2,7418,1798,7,3,3597
82272,78,5895,2,952,7031,37,1,1255
82273,78,5895,2,1304,1152,10,5,10427
82274,64,5895,2,817,616,3,6,312
82275,29,5895,2,85444,50303,42,2,958
82276,83,5895,2,2902,5614,21,2,792
82277,30,5895,2,1034,3145,35,1,4537
82278,36,5895,2,212,164,20,2,146
82279,23,5895,2,458,346,17,4,450
82280,33,5895,2,80,0,2,1,43
82281,13,5895,2,3363,3726,1,21,9566
82282,31,5895,2,11902,6919,10,23,3841
82283,26,5895,2,120,88,6,1,87
82284,41,5895,2,128,168,9,2,777
82285,44,5895,2,584,440,27,4,4828
82286,30,5895,2,4095,10404,1,11,8746
82287,15,5895,2,1000,876,27,6,8495
82288,31,5895,2,120,88,1,1,56
82289,23,5895,2,1336,2086,41,2,3029
82290,78,5895,2,280,256,8,3,426
82291,26,5895,2,664,544,22,5,9537
82292,4,5895,2,632,724,5,2,0
82293,57,5895,2,120,88,15,1,48
82294,95,5895,2,11934,13222,44,12,21418
82295,78,5895,2,552,2855,31,1,781
82296,78,5895,2,1748,1893,7,8,3583
82297,11,5895,2,120,88,3,1,2845
82298,5,5895,2,7768,1216,13,6,9757
82299,3,5895,2,577,328,1,3,112
82300,49,5895,2,5307,46435,10,7,16007
82301,29,5895,2,722,7074,29,1,0
82302,7,5895,2,10826,4845,8,26,9164
82303,69,5895,2,9404,4476,3,1,4809
82304,23,5895,2,424,368,1,4,1036
82305,75,5895,2,1349,1225,8,4,5095
82306,52,5895,2,850,5566,21,1,0
82307,47,5895,2,444,592,38,2,3195
82308,74,5895,2,92,40,42,1,404
82309,64,5895,2,20891,5257,43,4,13067
82310,49,5895,2,61490,107789,21,8,6568
82311,44,5895,2,213,165,22,2,144
82312,13,5895,2,544,456,26,4,140
82313,28,5895,2,106,90,4,1,303
82314,7,5895,2,120,88,13,1,85
82315,0,5895,2,228,272,42,1,742
82316,26,5895,2,1617,2180,33,1,1298
82317,49,5895,2,350,270,1,3,184
82318,16,5895,2,1096,1875,8,7,7208
82319,11,5895,2,0,200,44,1,0
82320,36,5895,2,108,92,18,1,1206
82321,74,5895,2,25786,7056,13,26,11294
82322,78,5895,2,0,1003,22,1,0
82323,31,5895,2,240,176,2,2,109
82324,30,5895,2,14773,48282,22,30,19762
82325,29,5895,2,240,176,26,2,168
82326,7,5895,2,342,1048,38,2,2567
82327,95,5895,2,926,958,18,1,5613
82328,2,5895,2,411,331,6,4,296
82329,49,5895,2,800,1232,42,1,1503
82330,25,5895,2,6728,1392,17,1,3118
82331,30,5895,2,120,120,24,1,728
82332,26,5895,2,184,192,5,2,742
82333,78,5895,2,424,368,3,3,868
82334,75,5895,2,622,1304,45,1,3884
82335,23,5895,2,21430,5470,45,2,702
82336,2,5895,2,97,81,28,1,57
82337,13,5895,2,4065,3999,20,14,12522
82338,11,5895,2,2236,2268,30,1,0
82339,64,5895,2,1703,1392,1,12,1184
82340,23,5895,2,664,544,5,5,414
82341,78,5895,2,3520,5148,5,23,6153
82342,36,5895,2,1258,2050,44,1,4266
82343,44,5895,2,1657,1683,4,7,8357
82344,11,5895,2,734,1079,43,1,2739
82345,49,5895,2,7568,1379,38,1,1300
82346,26,5895,2,1439,2025,21,9,2318
82347,70,5895,2,42984,66348,10,1,0
82348,49,5895,2,3788,10898,33,6,12192
82349,12,5895,2,120,160,3,1,0
82350,31,5895,2,120,88,23,1,63
82351,30,5895,2,26591,32729,6,33,32972
82352,11,5895,2,240,180,18,2,509
82353,95,5895,2,160,160,24,1,0
82354,41,5895,2,344,424,37,1,0
82355,0,5895,2,120,88,6,1,87
82356,16,5895,2,240,416,5,4,2388
82357,78,5895,2,886,1181,20,3,2460
82358,95,5895,2,3594,3522,39,2,0
82359,44,5895,2,2160,2396,19,12,13526
82360,82,5895,2,428,340,12,1,0
82361,75,5895,2,818,1009,5,2,2404
82362,13,5895,2,703,644,21,5,1056
82363,36,5895,2,108,92,6,1,38
82364,30,5895,2,16083,40673,3,27,15326
82365,41,5895,2,400,304,4,3,106
82366,49,5895,2,11678,6940,15,6,206
82367,49,5895,2,121698,63218,44,1,1501
82368,29,5895,2,0,40,45,1,0
82369,49,5895,2,120,88,28,1,50
82370,15,5895,2,1006,1086,15,5,7904
82371,78,5895,2,360,304,24,3,3482
82372,50,5895,2,0,200,17,2,2500
82373,29,5895,2,242,342,2,2,76
82374,78,5895,2,4902,3975,15,20,3639
82375,47,5895,2,560,620,43,3,7585
82376,64,5895,2,2848,2659,10,15,4649
82377,31,5895,2,804,2267,38,1,0
82378,78,5895,2,120,88,11,1,72
82379,26,5895,2,2040,1560,28,17,840
82380,78,5895,2,1065,905,21,9,1381
82381,74,5895,2,1382,1038,19,5,1479
82382,42,5895,2,207,91,7,1,347
82383,64,5895,2,1680,1246,7,8,5774
82384,0,5895,2,756,980,38,2,11369
82385,49,5895,2,120,88,17,1,47
82386,78,5895,2,240,176,9,2,157
82387,11,5895,2,1041,889,2,10,2497
82388,75,5895,2,73898,21418,30,1,0
82389,13,5895,2,2883,1371,41,1,1240
82390,13,5895,2,465,734,30,1,1178
82391,7,5895,2,120,88,26,1,71
82392,75,5895,2,380,342,43,1,0
82393,31,5895,2,1497,1872,14,8,4667
82394,30,5895,2,2825,16545,12,5,2445
82395,66,5895,2,4047,3195,5,15,17533
82396,7,5895,2,5085,602,40,1,2001
82397,52,5895,2,108,92,8,1,75
82398,6,5895,2,720,1080,11,1,6824
82399,12,5895,2,234858,121360,18,2,0
82400,13,5895,2,120,88,25,1,52
82401,11,5895,2,214,182,21,2,481
82402,3,5895,2,184,152,10,2,166
82403,11,5895,2,312,264,12,3,2714
82404,5,5895,2,120,88,14,1,147
82405,74,5895,2,242,178,18,1,84
82406,78,5895,2,1997,2300,27,10,5470
82407,13,5895,2,480,352,22,2,78
82408,11,5895,2,9358,3550,7,13,3847
82409,95,5895,2,2920,4812,34,3,2878
82410,44,5895,2,495,535,15,4,914
82411,15,5895,2,228,180,19,2,90
82412,3,5895,2,294,286,13,2,357
82413,44,5895,2,1319,1403,10,5,864
82414,23,5895,2,480,352,8,3,230
82415,30,5895,2,1599,1236,19,10,1917
82416,24,5895,2,1008,992,21,3,6877
82417,70,5895,2,2006,4532,15,1,6302
82418,18,5895,2,938,1218,8,2,2678
82419,78,5895,2,240,176,23,2,162
82420,44,5895,2,1836,1504,5,16,1545
82421,23,5895,2,4856,4411,10,20,15554
82422,78,5895,2,424,368,18,3,909
82423,7,5895,2,1556,1617,14,7,6767
82424,47,5895,2,40,0,44,1,0
82425,30,5895,2,360,264,17,2,42
82426,44,5895,2,544,456,8,5,1378
82427,82,5895,2,0,400,20,1,0
82428,13,5895,2,2772,2576,6,20,3261
82429,64,5895,2,17085,2002,35,1,0
82430,50,5895,2,120,88,6,1,60
82431,74,5895,2,26327,6077,21,27,9763
82432,83,5895,2,120,88,22,1,76
82433,91,5895,2,92,180,35,1,1570
82434,76,5895,2,40,0,44,1,0
82435,13,5895,2,2100,2343,7,16,7482
82436,66,5895,2,271,319,23,1,0
82437,26,5895,2,840,616,2,7,457
82438,44,5895,2,424,301,3,3,554
82439,16,5895,2,335,678,45,1,534
82440,81,5895,2,520,0,3,1,1847
82441,10,5895,2,120,88,11,1,74
82442,74,5895,2,120,89,10,1,53
82443,52,5895,2,1502,3715,30,1,0
82444,56,5895,2,252,1280,27,1,0
82445,7,5895,2,664,544,22,5,902
82446,29,5895,2,422,1134,39,1,0
82447,41,5895,2,3523,12572,1,9,9406
82448,75,5895,2,820,829,21,2,0
82449,44,5895,2,120,88,18,1,187
82450,64,5895,2,184,195,15,2,4042
82451,2,5895,2,388,405,5,4,422
82452,78,5895,2,3297,3409,14,15,11184
82453,36,5895,2,1474,7334,15,5,4104
82454,41,5895,2,120,88,13,1,98
82455,78,5895,2,1647,1858,19,9,2569
82456,49,5895,2,9623,59028,27,11,10036
82457,36,5895,2,530,1354,22,2,1297
82458,64,5895,2,240,178,24,1,262
82459,7,5895,2,360,264,12,3,218
82460,30,5895,2,97,81,28,1,40
82461,41,5895,2,184,152,10,2,150
82462,30,5895,2,934,689,7,6,4699
82463,75,5895,2,155928,55966,3,19,38064
82464,95,5895,2,2880,4320,35,1,0
82465,29,5895,2,4987,6194,8,1,5984
82466,44,5895,2,6692,2799,37,2,0
82467,76,5895,2,120,88,11,1,88
82468,64,5895,2,7632,3342,39,4,7624
82469,26,5895,2,5467,4754,1,20,15297
82470,78,5895,2,5758,1159,42,1,3458
82471,49,5895,2,34117,60501,32,7,14109
82472,75,5895,2,242,178,6,1,96
82473,11,5895,2,11353,1918,26,3,9271
82474,36,5895,2,364,356,1,2,3682
82475,75,5895,2,1510,5702,37,1,0
82476,78,5895,2,2596,2227,6,11,3026
82477,2,5895,2,120,88,7,1,109
82478,62,5895,2,148,92,2,1,0
82479,13,5895,2,1643,2229,27,5,3566
82480,47,5895,2,208,360,19,4,1491
82481,23,5895,2,840,616,4,7,1129
82482,44,5895,2,664,497,7,4,141
82483,84,5895,2,4178,4342,40,5,17339
82484,23,5895,2,748,1043,32,1,2099
82485,23,5895,2,120,88,7,1,115
82486,95,5895,2,3884,4056,42,4,6667
82487,26,5895,2,544,456,18,5,1509
82488,2,5895,2,388,324,17,3,100
82489,36,5895,2,978,1859,11,7,6688
82490,64,5895,2,664,510,11,3,3476
82491,49,5895,2,5587,9857,16,3,2041
82492,44,5895,2,4947,298,43,1,2174
82493,0,5895,2,432,560,32,1,2215
82494,31,5895,2,3668,8722,27,5,6864
82495,24,5895,2,80,0,11,1,4
82496,44,5895,2,1010,3913,42,1,0
82497,41,5895,2,120,88,15,1,71
82498,23,5895,2,58951,245154,11,27,40141
82499,30,5895,2,29655,79502,23,52,50334
82500,11,5895,2,6556,1832,4,4,12243
82501,64,5895,2,97,82,21,1,74
82502,23,5895,2,2181,3306,2,11,1910
82503,41,5895,2,315,662,14,2,1436
82504,82,5895,2,734,958,7,1,0
82505,31,5895,2,13670,4981,25,9,2152
82506,23,5895,2,668,1043,30,1,2241
82507,82,5895,2,120,0,38,1,5331
82508,83,5895,2,2838,2786,27,3,9866
82509,27,5895,2,40,528,2,1,0
82510,70,5895,2,380,260,24,1,698
82511,53,5895,2,512,1361,10,1,0
82512,77,5895,2,7841,9145,44,6,11467
82513,44,5895,2,895,719,1,6,3762
82514,23,5895,2,240,176,23,2,259
82515,95,5895,2,40,0,23,1,0
82516,2,5895,2,1930,1934,18,3,3431
82517,74,5895,2,7458,1127,5,2,1435
82518,96,5895,2,120,280,44,2,716
82519,90,5895,2,57871,0,3,4,3158
82520,79,5895,2,120,88,2,1,96
82521,46,5895,2,151,132,10,1,807
82522,64,5895,2,9247,7479,23,7,5260
82523,3,5895,2,376,248,26,2,414
82524,50,5895,2,58790,17182,4,1,0
82525,44,5895,2,2108,1705,6,12,8162
82526,49,5895,2,2715,8491,35,3,1884
82527,36,5895,2,4793,21587,10,4,0
82528,15,5895,2,240,176,23,2,278
82529,28,5895,2,6752,1949,23,1,0
82530,16,5895,2,120,168,15,2,7851
82531,11,5895,2,1074,2889,8,2,3346
82532,26,5895,2,0,160,40,1,0
82533,30,5895,2,6821,15770,2,11,16888
82534,26,5895,2,8324,2701,4,7,1114
82535,24,5895,2,120,0,19,1,0
82536,98,5895,2,3738,4558,44,1,0
82537,15,5895,2,171,195,1,2,761
82538,95,5895,2,6018,7102,41,13,36876
82539,36,5895,2,5751,21824,14,7,1830
82540,23,5895,2,304,240,12,3,298
82541,64,5895,2,120,89,12,1,49
82542,7,5895,2,1208,1004,6,9,4115
82543,46,5895,2,192,76,27,1,282
82544,13,5895,2,3188,3587,17,18,18394
82545,15,5895,2,728,648,6,6,693
82546,49,5895,2,90044,86724,36,1,6449
82547,78,5895,2,3069,5794,17,8,7577
82548,31,5895,2,526,3206,17,1,0
82549,41,5895,2,481,352,11,4,144
82550,44,5895,2,13808,11170,14,74,18665
82551,75,5895,2,11108,32502,9,4,8566
82552,74,5895,2,406,378,22,1,0
82553,3,5895,2,1768,3258,11,5,11524
82554,84,5895,2,2716,2920,9,3,4142
82555,75,5895,2,1851,2425,1,1,0
82556,98,5895,2,135268,73448,39,2,0
82557,6,5895,2,0,40,6,1,0
82558,36,5895,2,640,400,38,1,0
82559,3,5895,2,120,88,9,1,50
82560,15,5895,2,120,88,11,1,53
82561,16,5895,2,1111,1243,6,9,1978
82562,18,5895,2,40,40,14,1,259
82563,4,5895,2,425,1473,30,1,5532
82564,13,5895,2,3650,1142,31,1,6849
82565,2,5895,2,388,324,10,4,272
82566,83,5895,2,1214,4098,23,2,4071
82567,75,5895,2,10808,34183,44,1,0
82568,52,5895,2,304,280,4,3,592
82569,32,5895,2,2072,6046,42,4,1117
82570,13,5895,2,3144,2872,19,17,13781
82571,23,5895,2,1187,1062,19,8,3302
82572,13,5895,2,5452,1064,12,1,3560
82573,30,5895,2,1097,2435,18,2,5725
82574,84,5895,2,5194,6254,2,7,12868
82575,30,5895,2,8684,2748,10,13,12496
82576,30,5895,2,1759,4399,25,2,5801
82577,83,5895,2,814,838,32,2,2071
82578,3,5895,2,920,1093,17,2,67
82579,31,5895,2,764,544,13,4,174
82580,83,5895,2,838,758,31,1,0
82581,30,5895,2,2522,4099,15,11,5295
82582,11,5895,2,27588,5081,11,5,284
82583,13,5895,2,14807,2347,14,12,14799
82584,7,5895,2,728,653,23,4,1242
82585,49,5895,2,240,176,22,2,92
82586,11,5895,2,17149,11057,23,9,13869
82587,26,5895,2,416,432,7,3,646
82588,21,5895,2,282,890,35,1,2330
82589,75,5895,2,2806,3926,11,3,3834
82590,7,5895,2,120,88,20,1,71
82591,7,5895,2,3886,4069,10,24,11504
82592,28,5895,2,194,162,11,2,116
82593,52,5895,2,240,176,18,2,673
82594,13,5895,2,2009,2655,9,15,12966
82595,74,5895,2,362,267,14,2,107
82596,23,5895,2,320,367,16,3,471
82597,13,5895,2,953,897,11,8,6097
82598,26,5895,2,0,200,44,1,3997
82599,78,5895,2,3480,3387,16,14,10049
82600,26,5895,2,792,916,42,1,0
82601,30,5895,2,7382,937,34,1,919
82602,52,5895,2,903,653,17,6,286
82603,64,5895,2,8423,6762,2,35,17558
82604,44,5895,2,695,1081,21,5,4746
82605,78,5895,2,1321,1421,2,5,459
82606,3,5895,2,1788,8244,16,1,5386
82607,82,5895,2,705,14113,4,1,6831
82608,23,5895,2,1649,1481,24,9,2312
82609,7,5895,2,1448,1180,2,7,324
82610,64,5895,2,2048,1636,22,2,69
82611,29,5895,2,8350,2032,25,7,5740
82612,82,5895,2,84,84,6,1,91
82613,84,5895,2,22468,23672,43,12,17475
82614,31,5895,2,3698,2855,4,9,18997
82615,41,5895,2,120,88,2,1,40
82616,36,5895,2,1117,7142,21,3,1140
